f0,f1,f2,f3,f4,f5,f6,f7,target
0.7411714,1.5987781,0.634985,0.5103727,0.35879624,0.08759081,-0.3693718,-1.6170619,4.099043
-1.6931309,-0.87682205,0.27570924,0.122015,1.1343508,-1.3026122,2.8263443,-1.8390361,-3.4883695
0.8677524,-0.37320748,-1.0395697,1.2473421,0.6586595,-0.8511188,0.7032925,0.1534362,-1.03963
0.3636884,-1.1149057,0.6267595,-1.1030029,1.2725031,-1.4883372,1.6958352,-1.1952169,-3.7311137
0.97124845,1.0218164,0.045430575,-0.40159416,-0.17803168,1.0037975,0.28718168,-1.5132464,1.2890908
-0.19505878,-1.2530229,-0.24077454,0.3587855,1.4515845,-0.15291487,0.863965,-0.009983736,-2.5267541
-0.57747793,-1.237716,0.31820092,-0.063541025,0.7571927,0.647448,0.49463877,-1.0710737,-1.1768385
-0.9195269,0.47088984,1.5475705,-1.0659255,-0.10116908,-0.6994144,1.8219846,-1.2351451,-1.7033285
-1.1432061,-0.017774118,-1.8989486,-1.1225038,0.47533712,1.3070805,-0.01871202,0.49211502,-1.6137952
0.2635366,-1.3312153,0.46156523,-0.57143414,0.51944745,-1.1867639,-0.42701104,2.1387057,-3.0107422
0.811725,-0.29425538,0.50802577,1.9221345,-0.2656103,0.015994508,0.7739053,0.5834724,-0.6089466
-0.29446685,0.20507151,0.25718486,0.63382703,0.010029023,-0.6270175,0.50262994,-1.3644501,1.0561184
2.4725516,-1.211115,0.116987206,0.17789556,0.73537993,-1.1451248,-1.3099954,0.7687085,-0.09922247
0.22024137,-1.0974547,0.6917771,-0.842652,-0.031215584,-0.9086714,1.7132237,-1.3945074,-3.5080361
-0.38909984,0.09270113,-0.43560502,1.1571817,-0.9453394,1.814011,-0.46806315,-1.3460239,2.8017788
-0.1329328,0.20043719,0.0480093,-0.015726034,0.36338967,0.8378928,-0.7653159,0.14323533,1.3912451
-1.9459885,-0.42501706,-1.1167583,-1.9846886,-1.969454,-1.091778,-0.08776877,-0.89732736,-1.3630389
0.51188517,0.53924805,0.41243753,-0.7174623,0.50371855,0.3713789,0.45315382,-0.24158332,-0.71866196
-1.011964,1.3489007,-0.08079414,0.767904,-0.1932164,0.3366908,1.006113,0.26210672,0.73693144
-0.04046812,-1.2564,-1.0262125,0.49571145,0.70557845,-0.12737475,-0.60760784,-1.4957198,0.87923604
2.46141,1.121659,1.0239347,-1.6366267,-0.77268666,0.7874158,-0.3591317,-0.25738126,0.32147902
-0.5945072,1.3031684,-0.07750528,-1.5166599,-0.27343976,0.26788616,1.3101264,2.9726026,-4.2783093
-0.6627648,-0.41378373,-1.458185,0.46199644,2.6444812,0.592709,0.018984353,-0.37059543,0.065265894
0.20114109,1.6954615,1.7049658,0.1453169,0.47892013,0.082060985,0.85990137,0.2218319,1.024003
-0.64962035,-0.5019344,-0.12654305,0.0689048,-1.8971066,-0.7583415,0.0006180627,-0.31023455,-0.28803736
-0.68762314,-0.30992222,-0.14723884,-0.90144384,0.0249499,-0.56097066,0.89945745,-2.296148,-0.76198936
4.4187117,-0.58443105,0.46573633,0.5307148,0.15834491,0.31389323,2.0354185,-0.44538406,-4.3364544
-0.3921424,0.28679255,-1.6182632,-1.4221984,1.5007768,-0.27509394,-0.2638426,0.039002653,-0.63341933
2.2592432,0.34269613,-0.3789226,1.0671569,-1.8075916,1.5643046,-1.3677093,0.34809527,2.478125
0.37123606,-1.5055133,1.0079314,-0.028479446,1.0069644,0.67197865,-0.09549383,0.17926311,-1.5792917
0.4205305,-0.47740468,-0.8088081,-0.7128656,1.6766461,0.55421066,-0.6980152,-1.1010194,0.5333264
0.93375397,0.5533997,-1.2223037,1.1881335,-0.64965516,0.83713293,-0.9100228,-1.0401906,3.3958924
0.14421299,2.072792,-0.13443443,1.5083969,-0.40151525,0.7525629,0.2328673,0.30261433,2.7869225
-0.30109197,1.8523654,0.79423946,0.44286925,-0.6054953,-0.0031642749,-0.36115426,-0.66009676,3.9276035
-1.9694484,-0.31030908,-0.7931619,1.0293851,0.18988031,1.1145023,-0.41852662,-0.4542625,1.7767048
0.060489234,2.5799007,-0.36466938,-0.47515,-1.1929415,0.54490376,-0.029900236,-0.81006664,2.9855976
-1.8310845,-2.014077,0.613038,0.43955436,-0.2521907,0.99074066,0.9520235,-1.654405,-1.7464882
-1.1711028,-2.0742962,0.28196117,-1.7686013,0.71905524,-0.37863204,2.2022355,-0.5139964,-6.986571
1.2392681,-0.7482835,-0.6556966,-0.8882078,-0.2062156,1.3615513,0.3667984,0.7720937,-3.475326
-0.8357141,2.9605389,0.831304,-0.21281072,1.4870456,0.25652373,0.083831206,0.4093222,3.3791525
-1.6890482,1.4329872,-0.26100105,-1.0040128,-0.041811384,-0.4620787,-1.2714663,0.9075116,2.5677621
0.27882445,0.868497,0.081746675,0.49170363,0.018481327,-1.5011318,1.9082054,1.2394382,-2.8616564
2.7276537,0.63819003,1.475402,-0.88098705,-1.3185282,1.1671518,1.0899922,0.8358593,-2.949464
-0.6623161,0.63150907,-1.6588336,0.049214028,2.0650563,-0.023221,1.5261252,0.077940956,-1.982977
1.1995076,-0.90188646,-0.05021016,1.0851678,-0.31189692,-0.8849204,2.0945334,0.7956354,-4.776106
-0.83369476,-0.36702335,0.106615454,2.39448,-1.107798,-1.1746993,-0.3164943,0.40929097,1.8698509
-0.99313796,0.45927894,-0.969273,-0.76877105,-0.48915103,-0.87770855,0.9979754,-0.7240455,-1.2001634
-0.23916222,0.29241344,-0.3743621,-1.4950379,-2.23182,0.6660796,-0.23158059,1.7536774,-2.0738504
-0.45846298,1.4593291,1.9484558,1.0750154,-2.1564524,1.2020553,0.56785226,-1.8254848,3.6600223
1.055059,-2.0689652,-0.6111746,-0.9468377,0.9257498,-1.9087971,-0.5474331,-1.7415098,-1.1559263
0.07174809,-1.4958236,1.0058304,0.9115442,-0.93925476,-0.45977086,-0.84528935,-0.65346915,1.0457004
-0.19715872,-0.2902092,-0.4342809,-1.4043677,0.57255495,1.6796732,-1.5826468,-1.396972,2.0856686
-0.3191026,-0.096021354,-1.8071996,0.24735762,-0.55770403,-0.503631,-0.6218813,0.34447664,0.29051405
2.5588522,-0.54068106,-0.05211419,1.0948725,-0.1375045,0.8242689,0.26126862,1.7373097,-2.2254846
-1.238931,-1.310701,0.12585783,1.1253921,0.497347,0.24607182,1.334229,-0.06534785,-2.3796122
0.095399156,0.40280554,0.6661161,-1.2972,-0.8809169,-0.7401281,1.724594,1.0367814,-4.2361784
-1.2261896,2.4335532,-0.07129907,-2.19969,0.8007715,-1.1463999,1.3378283,-0.94720036,-0.20688073
-0.111218154,-1.1590301,0.8917924,1.4037886,-0.89987606,-0.39637086,0.3298176,-0.87498015,0.11612876
-0.56376976,0.0024217211,0.8609004,0.19185717,1.1882286,-1.4732624,0.35893795,-1.113195,0.8444152
-1.0889258,0.39621842,0.79105455,-0.34844166,-0.1270905,-0.15920137,0.4228007,-1.0872698,0.85425127
-1.0266228,0.7189902,-2.0462627,0.7717801,-1.0114053,1.2131145,1.5902209,-0.3365562,-1.2616872
-0.5376553,-0.5726306,-1.0960635,1.4506532,-1.6998969,0.71461296,-0.33240327,-1.0391655,1.5322598
-0.8222995,0.29522175,-0.98272187,0.35930207,1.7419707,0.28599355,-0.1540171,0.046331443,1.0236174
0.8990445,0.92626446,1.777158,-1.1168923,-0.93748873,-0.27613965,0.6114239,-1.690938,0.5972953
1.9641178,0.8752314,0.5490282,-1.0081351,-2.1227782,0.80325025,0.309518,-1.7799376,0.58398885
-2.1256886,-1.1046051,0.5642109,0.61011285,-0.39196557,-0.94593143,-0.5699005,0.47251078,0.2913416
-0.35804877,0.8111578,-1.2335079,-1.7523096,-0.4623756,0.49812594,-0.28355333,-0.34868115,-0.09689993
1.0151362,-0.3867592,-0.32003295,-0.88239413,-0.20352651,0.4867442,0.55285233,0.19969513,-2.8240676
1.1443441,1.0987349,-0.49687704,1.644333,0.5116444,-0.21481873,0.612026,0.71997714,0.9588091
-2.0682137,-1.4318322,0.00020156878,0.54585487,0.77722687,-1.350639,-1.2304846,-0.5009165,1.7386189
0.019403152,1.1060286,-1.2027793,-1.0015894,0.07959055,0.5134799,-0.13546899,-1.5766002,1.3998017
0.09345441,2.831778,0.21912186,1.5474604,0.40856987,1.0526925,-1.133171,2.0090299,4.9966726
2.0384092,-0.0009844928,-0.9021109,-1.7483526,-1.0731571,-2.0709326,0.3142653,-0.058698263,-2.6460238
0.024504958,-0.7730303,-0.6396222,-0.06593865,-0.96149874,-0.85673326,0.06867116,0.63537645,-1.6948135
0.8221656,0.5190809,0.19536933,-0.15219706,0.9090925,1.18325,1.4006574,0.5158813,-2.3613515
-0.27875674,0.6858246,-0.23524523,-2.2997944,1.7740667,0.12906751,-1.025034,-1.3168803,1.6757739
-0.47236186,-0.95723975,-0.13331829,1.1645724,1.2658815,0.7685822,0.676003,-0.13431402,-1.2395148
-0.70105344,-1.2794329,-0.6192844,-0.6098465,-0.37402517,0.119856596,1.229221,-0.07932623,-4.1589108
0.07431344,0.9066027,0.05200995,-0.3956575,1.5984318,1.2751356,-0.04243928,1.2439477,0.06788706
-0.044687934,2.0421166,-1.4196293,-0.5872216,0.44338667,-1.3214797,-0.24348177,-0.5586062,2.270013
-0.15886658,1.1366652,0.9460267,-0.029391078,0.033955276,1.0517037,1.9575144,0.9816982,-2.4380872
-0.8581573,0.094301544,-1.5513443,0.24687988,-0.49558926,-0.23077415,1.3802254,1.1268926,-2.928123
0.39978892,-0.8812043,0.6899235,0.40114427,-0.22253577,0.17579411,0.64765733,-1.0485214,-1.0170252
-0.17122257,-0.2299003,1.3714079,-0.23298737,0.29906684,0.00061206723,-0.24289334,-0.50258213,0.8506596
0.53941846,-0.5006739,0.20346625,-0.63178337,0.3619028,-0.6051235,0.4944636,-0.0349547,-2.0108244
-0.6688494,0.10787435,2.1805024,0.71108884,-0.32490537,0.5996054,-0.6915045,-0.8259594,3.2275977
0.5631615,-1.7462734,0.9140416,0.9306157,0.6127225,-1.0422827,0.7953628,-0.04768009,-2.233026
-1.2779576,1.1824608,-0.54850626,-0.77974945,-0.36380413,-0.5068573,-1.0746592,-2.3341415,4.4490957
-0.20763901,-0.8118749,1.4156495,-0.23602498,-0.85223705,-0.9835549,-0.33211944,0.51434964,-0.49650565
0.013701537,-0.60948557,-0.2825782,0.4715082,1.3195238,0.8290388,1.210488,-0.38838485,-2.102084
0.97661173,0.99312896,0.87334424,-0.46286172,2.267748,-0.34038517,0.80683994,0.16609932,-0.5434508
1.5344352,0.596432,-0.333215,-0.06972516,0.28030956,-1.1931558,-1.0561051,-1.3552426,3.1078408
0.25431496,-1.0779172,-1.0885642,-0.8640218,-0.6676828,0.15032761,0.8782589,-1.3297855,-2.9675407
-0.69923466,-0.5486384,-0.42522082,0.59967434,1.265396,1.3459632,-1.3362862,0.25940436,1.969296
-0.7080347,-1.6720388,-0.016724987,-1.4374636,0.68753445,0.7897892,-0.62658924,-0.42511266,-1.6170635
0.5463996,-0.40457025,0.5570785,1.3136652,-0.034902234,0.35642934,-0.60343856,0.4095686,1.2488796
0.6289916,-1.145497,0.077602394,0.2554156,-1.7377927,1.3165652,-1.7378103,1.0283517,0.5150385
0.97602254,1.4285809,-1.0141282,-0.78354627,0.25461623,0.7647939,-1.439087,-1.1387279,3.5924141
-0.31655863,-0.14933974,0.8337872,-0.28583404,-1.5638831,0.6096926,0.65221226,0.95786446,-2.1285462
2.2997105,-0.4537139,1.0134732,1.2985833,-1.4159905,-1.1347588,-0.8777714,0.91116446,1.1678221
-1.4214659,1.380409,0.40111253,0.6176572,1.7517581,-0.9738011,0.43291423,0.52394044,1.5286607
1.1823335,0.28372702,-1.0705473,0.09441244,1.0181442,0.34372666,0.5121839,0.8037329,-1.5871704
-1.7266141,1.1351299,0.44102636,-1.0637256,-0.30470306,0.959817,1.635233,0.85312116,-2.4409087
-1.683524,0.09483226,0.6296673,-0.5270211,-0.7838911,-0.50780845,-1.0540917,-0.39390972,2.365625
-0.033122536,-0.6143136,0.29117477,0.22108422,0.3523597,-0.44320267,0.5029753,0.003682145,-1.3356341
0.28004363,0.4967981,0.5040108,0.77215606,1.6802019,0.36213917,-0.18416359,0.3582857,1.4669979
-0.73611695,-0.394237,0.22043268,0.6958162,0.29133287,-0.08227451,0.17807624,0.9753057,-0.54923093
-0.2865286,0.019911982,0.4228022,-1.3077693,-0.87073994,-0.47773978,0.033605177,0.493823,-1.3027108
0.09595844,0.9956123,-0.5418067,0.7623199,-0.10636795,0.2468401,0.902159,-1.4298676,1.4331595
-0.12580025,0.22257714,-2.4320028,0.48189005,-1.5303341,-0.54025275,-0.62849116,1.5323645,-0.14800629
0.33780983,-0.1477584,0.7196319,0.8423611,-1.5095136,-0.6577792,0.8815097,-0.061976355,-0.81677353
1.1326569,0.6914673,0.09123262,0.761612,-0.37848043,-1.6551703,-0.3314166,0.15889773,1.785013
-0.22719087,-1.4448233,-1.6866012,-1.8595504,-1.1409577,0.18226308,0.9196972,-0.3501604,-5.087429
1.2799673,1.6272388,-2.1614373,-1.3043625,0.65466076,-1.8467726,0.113730334,-0.7852749,0.5187388
-0.118932545,-1.0056161,-0.90252876,0.6847222,-0.910873,-0.7252057,0.35934785,0.30204248,-1.6596991
-0.086602464,0.08948435,-0.49095693,-1.0700053,-1.6892488,-0.33653888,0.020319723,-1.2334644,-0.04125379
0.39296845,-1.1184074,0.239883,0.01399292,-0.5969952,0.4353074,0.011380949,-0.87358767,-0.6573051
0.25661546,0.7422021,0.9944978,0.20220836,-0.6097691,0.21791469,-1.4809917,0.39129987,3.4419007
-0.9482204,0.60277563,-0.43083087,1.6877859,0.12474062,-0.7216736,0.7060489,-0.57028556,1.6411842
0.5192024,-0.7313744,0.03536772,0.10378556,-1.6458911,-1.0440316,0.065883875,0.7536473,-1.6993165
-0.722779,1.3585179,-0.883885,-1.4651331,-0.26391563,-1.6136646,-1.0037736,0.4474643,1.5651745
0.50882024,-1.5111576,-0.8792657,0.25102505,0.06036775,-0.2263675,-0.17519711,-0.6552014,-1.1002858
-0.88760906,0.93188506,1.2281393,1.0894079,-0.35848275,-0.94759053,-0.2648969,-0.9142813,4.099026
0.524027,1.2700051,0.39419144,-0.7043699,-1.651273,-0.2600399,-0.7357848,-1.5927718,3.224012
-0.4279563,1.0511009,-0.059070036,-1.4073014,0.32696074,0.2700244,1.131563,0.8280117,-2.5062196
-1.7382109,-1.2604748,0.25156534,-0.4647599,0.5035286,-0.2675972,0.15775977,0.0908988,-1.6006376
-0.2744013,-0.31756848,0.67336005,-1.1293079,-1.0848045,1.5171467,0.7581993,0.8777182,-3.410478
1.4739792,-0.13210647,-0.9777946,-0.30477628,2.3512423,0.59560215,1.9711844,1.5334458,-5.550584
-0.23446605,0.89773774,-0.8373025,-0.8386459,1.3788915,1.3979281,0.41512635,-0.3009315,-0.39956194
-2.10537,-1.9322004,0.4039201,0.8913079,0.90973574,-0.44903523,0.9579808,0.98103887,-3.1466784
-0.12245638,-1.4408002,-1.9789118,0.14954098,0.8555881,0.6950228,1.0240695,-0.5691696,-3.490268
0.6893397,0.3278402,-0.32990637,-0.35772863,-0.41670376,0.6896529,-0.2529678,0.38280147,-0.23883352
0.5125116,1.6825967,-0.4133592,0.9514058,-2.0123184,-0.40924084,1.4268414,0.5652413,-0.27980438
-1.1817845,0.073359996,-0.36951274,-1.7942777,-0.6301849,0.33995718,0.8577818,-2.2759645,-0.9036677
1.1331791,0.88242686,-0.6972552,-0.94952893,0.2810848,0.21340996,-0.26619908,0.29011488,-0.07426433
-0.11985692,-1.431318,-0.57310283,1.922702,-0.3224637,-1.5574512,1.563834,0.14537188,-2.7501483
-0.012343394,-1.1215947,0.31813717,0.39802328,0.12943213,0.43096155,0.7689508,-0.666051,-1.6773943
0.9657835,0.37663803,0.8796998,-3.0932806,-0.9245292,-0.62102747,-0.436921,-0.32531068,-1.2352194
-0.6848317,-1.8289872,-0.066420004,-2.9651105,1.1835767,1.3306748,0.82485396,0.12808542,-6.123219
0.36141464,-0.23209438,-1.436172,0.13669573,-2.8148818,-0.50757164,-0.52753764,1.0371058,-0.8222505
0.08491146,2.3209012,1.8269558,-0.42356485,-0.21689443,-1.4248173,-0.48743823,1.1276873,2.864021
-0.10742952,-0.71782386,-0.049948312,-0.45005393,-0.120700926,0.7766805,-0.82437736,-0.21758807,0.42009944
-0.92752117,-1.5173393,-1.56974,-0.35966846,0.73732394,-0.10108325,0.44581524,-0.08890853,-3.0243168
0.26833987,-0.5113358,-0.52628124,0.4990959,0.15993476,0.7720635,0.25355187,0.15665576,-1.1446773
-0.9801079,0.0014360902,-1.576225,0.63911587,0.93507457,0.70380396,-0.26229104,-1.4933963,1.9237839
-0.8920006,0.10986449,0.5108163,-1.3061929,-0.20292835,1.2937545,0.24864443,0.68599004,-1.6562194
0.933551,0.6271342,-0.054310337,0.3625072,-1.228554,0.3243149,1.1083292,1.2738459,-2.3145278
-0.5515758,0.7007393,-0.027768077,-0.41903853,0.017459415,-0.61329067,-1.2845806,-1.1507255,3.8799164
-0.40264595,-1.0158442,0.8846136,-0.028520815,-0.9364314,0.7738222,-0.58795464,-0.9741805,0.6640186
0.92068475,-0.8401761,-3.010055,0.37170961,-0.9091359,0.15382706,2.6518376,0.5998229,-6.565114
-1.155812,-0.27539048,-0.05050961,1.9551474,-1.3348814,-0.64587456,0.18840358,-0.82991004,2.0635643
-0.5322988,0.2143752,0.46897656,0.04168435,0.50569475,-1.3472148,0.43353286,-0.09751592,-0.10110005
-1.7360616,-0.5857077,1.2132797,-1.1347173,0.06511662,1.5047427,-0.5158896,1.4689679,-1.3452486
2.2992294,-1.5127412,-1.6864624,0.48121578,1.0610548,-0.3547043,-0.30085304,0.37506837,-2.3282962
0.6826812,0.6755358,-0.15818164,0.8903616,-1.9651867,-1.3574629,0.9301931,0.7876922,-0.72170776
-1.7524137,1.2733227,-0.048138406,1.2399127,-1.3884224,0.43753946,0.8436533,0.0043449667,1.3971473
-0.035214745,-0.5558873,-0.3012234,-1.2155701,-1.2045162,-0.6923915,-0.44570494,-0.23459804,-0.9203266
-0.6452674,-2.130828,0.04099716,0.45040578,-0.63310474,0.5656855,-0.9755056,2.871532,-2.6550317
-0.004846628,0.28522694,-0.3240447,0.3708255,-1.5472864,0.73262495,-0.83377147,-2.3752377,3.6276755
0.2903359,2.1955483,0.2658815,-0.23940217,-0.66044116,-1.3385909,-1.3271203,0.4457294,4.288215
0.60218096,1.3973476,-0.18688443,0.50831753,0.591577,-0.60703015,1.4349669,-0.5369516,-0.09382829
1.3162458,-0.87298805,0.5957204,0.26431274,0.066987604,0.37491074,1.0334382,-0.45186743,-2.273103
1.8682725,-0.034169283,-1.216019,1.4898156,0.24736539,1.7419591,1.7407948,-0.6453282,-2.069307
0.17357334,-0.17731734,-1.2431052,-1.8021727,1.3705547,-0.6897588,0.02695966,-0.2767192,-1.7803953
-0.5584522,-0.0785407,-0.64227104,1.551896,-0.31901377,0.8957485,-2.7608545,0.8162089,4.9813466
-0.9962441,-0.12504686,-1.8922306,1.432038,0.5807408,0.48274538,0.71104836,-2.0588284,1.1005472
0.53968847,-0.15377924,-0.5806,-0.89563257,1.8875264,-1.0929399,1.2675086,0.8245554,-3.9252048
1.0288129,0.865226,-0.46057475,-0.20561618,-0.8912786,0.86339885,1.3122418,-0.2966757,-1.5696428
0.14934038,-0.6361209,-0.13484202,0.035816178,2.0292263,0.23272416,0.8436944,-0.5943339,-1.5536906
0.05196375,-0.15943085,-2.1816616,0.11899105,-2.0146496,0.06540877,0.14487483,0.794698,-1.6446501
-0.09655241,0.78253746,0.85661924,-0.68151915,-1.1378794,0.86280555,0.6203479,1.5871215,-1.7469076
-0.10142734,-1.4832553,2.0434191,-0.88141465,0.1679097,-0.83902836,0.8318698,1.0506339,-3.8396246
-1.046603,1.2274666,0.61204064,2.263482,-1.864316,-0.23512694,-0.7491099,0.18237115,4.8166137
0.14591289,-0.7617628,-0.07939229,1.2245833,0.1832442,0.5604043,-0.6524404,0.0869156,0.986834
1.0839566,-1.0380504,-0.4267723,1.504959,1.046298,1.6396297,-0.23207337,0.38457492,-0.12087999
-1.2363523,0.19687521,-0.14599417,0.26924193,0.7006481,0.60287976,0.17309663,0.72489595,-0.15246347
1.1030891,0.20825423,0.8369799,-2.2934325,1.3385625,0.29336175,-1.0553262,0.9354235,-0.7263367
0.22999497,-1.0340786,-0.57602835,-0.7457199,-0.8476776,-1.7413497,0.3682212,0.24732955,-2.7095551
0.71739537,-1.857954,0.39241755,1.4607196,-0.9246015,0.29973125,-1.997625,1.2466954,1.2367268
-0.9519278,-1.672398,0.25687444,-0.88364303,-2.169453,1.061476,-0.93876433,-0.20635548,-0.9227867
-0.34954277,1.1541657,1.7633171,-1.667256,0.9474829,0.6833071,-0.5069938,0.80671734,0.723491
-1.3353493,-0.3047654,-0.42822158,1.5685283,1.5633062,1.054499,-0.33999294,0.2956225,1.5484697
1.300734,-1.3981959,-0.34722117,-0.31922215,-1.0601965,-1.2300708,-1.075479,-0.79102474,0.2368758
0.9166329,-0.11051571,-1.499284,0.55542976,1.9887354,-0.7720285,1.3684412,-1.2898836,-1.6156484
0.83016574,-0.06651995,-0.6004028,-0.3704154,0.9858363,1.7840445,-0.7196557,0.77901095,-0.3995479
-0.3421464,1.0521382,-0.14193538,0.5608224,-0.1383137,1.2252713,-0.47015733,-0.5752533,3.0208778
1.9707013,1.2581056,-0.43407258,-1.325404,1.1883291,-0.020621417,-0.15586057,-0.71593094,0.6051523
0.39804292,1.9426472,0.054927997,-0.3694351,-0.49875742,0.16178088,-2.0279074,0.27518263,4.974088
-0.3941829,-1.1895992,-1.652253,1.328466,1.4070312,1.5619173,1.7910081,-0.2993679,-3.381083
-1.1296781,0.9118625,-0.27804297,0.33094156,-1.1505389,1.3684589,-0.6840732,-0.61263686,2.887479
-0.1372903,-1.0865701,0.3794718,-0.6627233,1.0467616,-0.57025135,-0.27570835,0.45540372,-1.4809494
1.7413648,1.782082,-2.0070953,-0.880736,-0.08717448,1.1114179,-1.257118,1.2708155,1.464749
-0.25790685,-0.31449378,1.2639899,1.2769778,0.032878526,-0.55829626,0.457075,0.5088932,-0.03520065
-1.0405964,0.635234,-1.9420568,0.15046749,0.23437223,-0.31534758,0.11191126,0.009764513,0.43974864
1.5954183,-0.57107246,1.0199714,0.011790677,0.10213247,-0.20234808,0.20604023,0.70709425,-1.624627
