f0,f1,f2,f3,f4,f5,f6,f7,target
0.31367135,1.6480418,1.1090065,1.2581974,2.0364096,0.11295402,0.31760794,0.7704038,1.7196115
-0.0041825147,0.27960637,-0.024477866,-1.3869312,2.7851465,-0.91999257,0.009969183,-0.26212305,3.5504909
-0.5748696,1.1129559,0.46271774,0.13501203,-1.4360282,1.3019416,-2.2598307,1.0654497,1.9576906
0.48650268,1.0128577,-0.51011074,0.11045398,-0.51762867,0.6372547,0.533122,0.5758376,-0.025731906
1.801914,0.48900852,-1.7249597,-1.138549,0.34361082,0.6377491,1.2698059,0.18018962,0.2715463
-1.4039441,0.20734356,-0.043844268,-0.97319347,-0.49939108,0.7359771,0.026927197,-1.2289995,3.2768917
0.701878,-0.14919436,-0.6749125,-0.72784853,-0.18630849,-2.3797438,0.70868707,-0.096818104,-3.5673118
-0.7134003,-0.32303268,-1.0983207,-1.0135136,-0.20661464,-0.029257875,-0.059787985,-0.7357462,1.8665437
-0.7304207,-0.53923523,0.32428867,-0.59121543,0.27688608,1.3303226,-0.019609902,-0.9184008,2.870348
0.51201296,-0.43726984,-1.7132934,0.38833097,0.539144,-0.38863745,-2.3569643,0.313118,1.1326883
-1.126989,1.3517561,-1.3194451,-0.9542466,0.044258468,0.14080824,-0.071711324,-0.70052254,4.4395328
0.31079158,0.27356592,-1.1510754,0.7950986,-0.4475851,-0.12395115,0.45724759,-1.3591903,0.19833723
-1.2079408,-1.9443628,0.016029356,0.3765738,0.37046486,-0.96564484,-0.32673442,0.115966894,-1.2813265
-0.5338297,-0.65349835,0.09857558,-1.1919081,2.3327608,0.4475359,0.993276,0.4163796,2.4867504
-0.22486766,-0.09087838,0.61914974,-1.890715,0.9902297,-2.709476,0.46469018,0.4664963,-1.9209524
-1.6374686,-0.60307217,1.5293149,-0.8118848,1.1816452,0.11782177,-0.13816884,0.61504555,1.4951261
-1.0424627,0.8820655,0.55009764,0.180556,0.19437066,-0.06738382,0.1897828,-0.01081168,1.6428242
-0.21095045,1.6200354,0.27307037,0.7239742,0.25996345,1.5261759,-0.43840423,1.7429116,2.0793378
0.20164934,0.9144911,1.373846,0.53987795,-1.1105324,-0.99117655,0.59557444,-2.2461708,-1.2246372
-0.2813589,2.0270636,-0.027594293,0.6435062,-0.6089123,-0.57625383,0.6113787,-0.9263672,0.95025826
1.3984319,-0.57319236,0.79363143,-1.4544731,-2.004473,1.8214573,0.51832306,-0.34379673,-1.8531746
0.7411714,1.5987781,0.634985,0.5103727,0.35879624,0.08759081,-0.3693718,-1.6170619,2.4636254
-1.6931309,-0.87682205,0.27570924,0.122015,1.1343508,-1.3026122,2.8263443,-1.8390361,-0.107399
0.8677524,-0.37320748,-1.0395697,1.2473421,0.6586595,-0.8511188,0.7032925,0.1534362,-2.2366562
0.3636884,-1.1149057,0.6267595,-1.1030029,1.2725031,-1.4883372,1.6958352,-1.1952169,-1.4852535
0.97124845,1.0218164,0.045430575,-0.40159416,-0.17803168,1.0037975,0.28718168,-1.5132464,2.063122
-0.19505878,-1.2530229,-0.24077454,0.3587855,1.4515845,-0.15291487,0.863965,-0.009983736,-0.21250853
-0.57747793,-1.237716,0.31820092,-0.063541025,0.7571927,0.647448,0.49463877,-1.0710737,1.4295014
-0.9195269,0.47088984,1.5475705,-1.0659255,-0.10116908,-0.6994144,1.8219846,-1.2351451,-0.22829203
-1.1432061,-0.017774118,-1.8989486,-1.1225038,0.47533712,1.3070805,-0.01871202,0.49211502,4.0703926
0.2635366,-1.3312153,0.46156523,-0.57143414,0.51944745,-1.1867639,-0.42701104,2.1387057,-3.5823083
0.811725,-0.29425538,0.50802577,1.9221345,-0.2656103,0.015994508,0.7739053,0.5834724,-3.7288015
-0.29446685,0.20507151,0.25718486,0.63382703,0.010029023,-0.6270175,0.50262994,-1.3644501,-0.024805602
2.4725516,-1.211115,0.116987206,0.17789556,0.73537993,-1.1451248,-1.3099954,0.7687085,-3.6575735
0.22024137,-1.0974547,0.6917771,-0.842652,-0.031215584,-0.9086714,1.7132237,-1.3945074,-2.5534167
-0.38909984,0.09270113,-0.43560502,1.1571817,-0.9453394,1.814011,-0.46806315,-1.3460239,2.4506218
-0.1329328,0.20043719,0.0480093,-0.015726034,0.36338967,0.8378928,-0.7653159,0.14323533,2.1079826
-1.9459885,-0.42501706,-1.1167583,-1.9846886,-1.969454,-1.091778,-0.08776877,-0.89732736,0.3113838
0.51188517,0.53924805,0.41243753,-0.7174623,0.50371855,0.3713789,0.45315382,-0.24158332,1.0203629
-1.011964,1.3489007,-0.08079414,0.767904,-0.1932164,0.3366908,1.006113,0.26210672,1.1987028
-0.04046812,-1.2564,-1.0262125,0.49571145,0.70557845,-0.12737475,-0.60760784,-1.4957198,1.4328703
2.46141,1.121659,1.0239347,-1.6366267,-0.77268666,0.7874158,-0.3591317,-0.25738126,-0.62993056
-0.5945072,1.3031684,-0.07750528,-1.5166599,-0.27343976,0.26788616,1.3101264,2.9726026,-0.55096304
-0.6627648,-0.41378373,-1.458185,0.46199644,2.6444812,0.592709,0.018984353,-0.37059543,4.784277
0.20114109,1.6954615,1.7049658,0.1453169,0.47892013,0.082060985,0.85990137,0.2218319,0.40773255
-0.64962035,-0.5019344,-0.12654305,0.0689048,-1.8971066,-0.7583415,0.0006180627,-0.31023455,-2.5940192
-0.68762314,-0.30992222,-0.14723884,-0.90144384,0.0249499,-0.56097066,0.89945745,-2.296148,1.5087154
4.4187117,-0.58443105,0.46573633,0.5307148,0.15834491,0.31389323,2.0354185,-0.44538406,-5.826934
-0.3921424,0.28679255,-1.6182632,-1.4221984,1.5007768,-0.27509394,-0.2638426,0.039002653,3.7031338
2.2592432,0.34269613,-0.3789226,1.0671569,-1.8075916,1.5643046,-1.3677093,0.34809527,-1.9879125
0.37123606,-1.5055133,1.0079314,-0.028479446,1.0069644,0.67197865,-0.09549383,0.17926311,-0.47723427
0.4205305,-0.47740468,-0.8088081,-0.7128656,1.6766461,0.55421066,-0.6980152,-1.1010194,3.879782
0.93375397,0.5533997,-1.2223037,1.1881335,-0.64965516,0.83713293,-0.9100228,-1.0401906,1.1858264
0.14421299,2.072792,-0.13443443,1.5083969,-0.40151525,0.7525629,0.2328673,0.30261433,1.294784
-0.30109197,1.8523654,0.79423946,0.44286925,-0.6054953,-0.0031642749,-0.36115426,-0.66009676,1.7274841
-1.9694484,-0.31030908,-0.7931619,1.0293851,0.18988031,1.1145023,-0.41852662,-0.4542625,3.5385811
0.060489234,2.5799007,-0.36466938,-0.47515,-1.1929415,0.54490376,-0.029900236,-0.81006664,2.7277284
-1.8310845,-2.014077,0.613038,0.43955436,-0.2521907,0.99074066,0.9520235,-1.654405,0.8839289
-1.1711028,-2.0742962,0.28196117,-1.7686013,0.71905524,-0.37863204,2.2022355,-0.5139964,-0.8013134
1.2392681,-0.7482835,-0.6556966,-0.8882078,-0.2062156,1.3615513,0.3667984,0.7720937,-0.7106798
-0.8357141,2.9605389,0.831304,-0.21281072,1.4870456,0.25652373,0.083831206,0.4093222,4.9608326
-1.6890482,1.4329872,-0.26100105,-1.0040128,-0.041811384,-0.4620787,-1.2714663,0.9075116,3.2445304
0.27882445,0.868497,0.081746675,0.49170363,0.018481327,-1.5011318,1.9082054,1.2394382,-3.7297707
2.7276537,0.63819003,1.475402,-0.88098705,-1.3185282,1.1671518,1.0899922,0.8358593,-3.7109935
-0.6623161,0.63150907,-1.6588336,0.049214028,2.0650563,-0.023221,1.5261252,0.077940956,3.2436023
1.1995076,-0.90188646,-0.05021016,1.0851678,-0.31189692,-0.8849204,2.0945334,0.7956354,-6.13052
-0.83369476,-0.36702335,0.106615454,2.39448,-1.107798,-1.1746993,-0.3164943,0.40929097,-3.61764
-0.99313796,0.45927894,-0.969273,-0.76877105,-0.48915103,-0.87770855,0.9979754,-0.7240455,0.5990823
-0.23916222,0.29241344,-0.3743621,-1.4950379,-2.23182,0.6660796,-0.23158059,1.7536774,-1.4435964
-0.45846298,1.4593291,1.9484558,1.0750154,-2.1564524,1.2020553,0.56785226,-1.8254848,0.23106554
1.055059,-2.0689652,-0.6111746,-0.9468377,0.9257498,-1.9087971,-0.5474331,-1.7415098,-1.4715321
0.07174809,-1.4958236,1.0058304,0.9115442,-0.93925476,-0.45977086,-0.84528935,-0.65346915,-3.0537863
-0.19715872,-0.2902092,-0.4342809,-1.4043677,0.57255495,1.6796732,-1.5826468,-1.396972,5.589861
-0.3191026,-0.096021354,-1.8071996,0.24735762,-0.55770403,-0.503631,-0.6218813,0.34447664,-0.012824585
2.5588522,-0.54068106,-0.05211419,1.0948725,-0.1375045,0.8242689,0.26126862,1.7373097,-4.3484416
-1.238931,-1.310701,0.12585783,1.1253921,0.497347,0.24607182,1.334229,-0.06534785,-0.7227195
0.095399156,0.40280554,0.6661161,-1.2972,-0.8809169,-0.7401281,1.724594,1.0367814,-3.1398957
-1.2261896,2.4335532,-0.07129907,-2.19969,0.8007715,-1.1463999,1.3378283,-0.94720036,4.0497665
-0.111218154,-1.1590301,0.8917924,1.4037886,-0.89987606,-0.39637086,0.3298176,-0.87498015,-3.2418475
-0.56376976,0.0024217211,0.8609004,0.19185717,1.1882286,-1.4732624,0.35893795,-1.113195,0.4103922
-1.0889258,0.39621842,0.79105455,-0.34844166,-0.1270905,-0.15920137,0.4228007,-1.0872698,1.3323891
-1.0266228,0.7189902,-2.0462627,0.7717801,-1.0114053,1.2131145,1.5902209,-0.3365562,1.633554
-0.5376553,-0.5726306,-1.0960635,1.4506532,-1.6998969,0.71461296,-0.33240327,-1.0391655,-0.3123059
-0.8222995,0.29522175,-0.98272187,0.35930207,1.7419707,0.28599355,-0.1540171,0.046331443,3.8224432
0.8990445,0.92626446,1.777158,-1.1168923,-0.93748873,-0.27613965,0.6114239,-1.690938,-0.9357201
1.9641178,0.8752314,0.5490282,-1.0081351,-2.1227782,0.80325025,0.309518,-1.7799376,-1.2011186
-2.1256886,-1.1046051,0.5642109,0.61011285,-0.39196557,-0.94593143,-0.5699005,0.47251078,-0.88233274
-0.35804877,0.8111578,-1.2335079,-1.7523096,-0.4623756,0.49812594,-0.28355333,-0.34868115,2.8449235
1.0151362,-0.3867592,-0.32003295,-0.88239413,-0.20352651,0.4867442,0.55285233,0.19969513,-1.0466343
1.1443441,1.0987349,-0.49687704,1.644333,0.5116444,-0.21481873,0.612026,0.71997714,-1.0781883
-2.0682137,-1.4318322,0.00020156878,0.54585487,0.77722687,-1.350639,-1.2304846,-0.5009165,1.0182244
0.019403152,1.1060286,-1.2027793,-1.0015894,0.07959055,0.5134799,-0.13546899,-1.5766002,4.087067
0.09345441,2.831778,0.21912186,1.5474604,0.40856987,1.0526925,-1.133171,2.0090299,2.4825335
2.0384092,-0.0009844928,-0.9021109,-1.7483526,-1.0731571,-2.0709326,0.3142653,-0.058698263,-4.415472
0.024504958,-0.7730303,-0.6396222,-0.06593865,-0.96149874,-0.85673326,0.06867116,0.63537645,-3.165708
0.8221656,0.5190809,0.19536933,-0.15219706,0.9090925,1.18325,1.4006574,0.5158813,0.76184225
-0.27875674,0.6858246,-0.23524523,-2.2997944,1.7740667,0.12906751,-1.025034,-1.3168803,6.142125
-0.47236186,-0.95723975,-0.13331829,1.1645724,1.2658815,0.7685822,0.676003,-0.13431402,0.63136846
-0.70105344,-1.2794329,-0.6192844,-0.6098465,-0.37402517,0.119856596,1.229221,-0.07932623,-0.79785025
0.07431344,0.9066027,0.05200995,-0.3956575,1.5984318,1.2751356,-0.04243928,1.2439477,3.171459
-0.044687934,2.0421166,-1.4196293,-0.5872216,0.44338667,-1.3214797,-0.24348177,-0.5586062,2.7356346
-0.15886658,1.1366652,0.9460267,-0.029391078,0.033955276,1.0517037,1.9575144,0.9816982,-0.13277745
-0.8581573,0.094301544,-1.5513443,0.24687988,-0.49558926,-0.23077415,1.3802254,1.1268926,-1.002566
0.39978892,-0.8812043,0.6899235,0.40114427,-0.22253577,0.17579411,0.64765733,-1.0485214,-1.4404615
-0.17122257,-0.2299003,1.3714079,-0.23298737,0.29906684,0.00061206723,-0.24289334,-0.50258213,0.2524567
0.53941846,-0.5006739,0.20346625,-0.63178337,0.3619028,-0.6051235,0.4944636,-0.0349547,-1.1290442
-0.6688494,0.10787435,2.1805024,0.71108884,-0.32490537,0.5996054,-0.6915045,-0.8259594,0.7421449
0.5631615,-1.7462734,0.9140416,0.9306157,0.6127225,-1.0422827,0.7953628,-0.04768009,-4.00019
-1.2779576,1.1824608,-0.54850626,-0.77974945,-0.36380413,-0.5068573,-1.0746592,-2.3341415,4.5174294
-0.20763901,-0.8118749,1.4156495,-0.23602498,-0.85223705,-0.9835549,-0.33211944,0.51434964,-3.4179847
0.013701537,-0.60948557,-0.2825782,0.4715082,1.3195238,0.8290388,1.210488,-0.38838485,1.186595
0.97661173,0.99312896,0.87334424,-0.46286172,2.267748,-0.34038517,0.80683994,0.16609932,1.2693173
1.5344352,0.596432,-0.333215,-0.06972516,0.28030956,-1.1931558,-1.0561051,-1.3552426,0.07029539
0.25431496,-1.0779172,-1.0885642,-0.8640218,-0.6676828,0.15032761,0.8782589,-1.3297855,-0.47320953
-0.69923466,-0.5486384,-0.42522082,0.59967434,1.265396,1.3459632,-1.3362862,0.25940436,3.788107
-0.7080347,-1.6720388,-0.016724987,-1.4374636,0.68753445,0.7897892,-0.62658924,-0.42511266,2.3466141
0.5463996,-0.40457025,0.5570785,1.3136652,-0.034902234,0.35642934,-0.60343856,0.4095686,-1.3744174
0.6289916,-1.145497,0.077602394,0.2554156,-1.7377927,1.3165652,-1.7378103,1.0283517,-1.9659467
0.97602254,1.4285809,-1.0141282,-0.78354627,0.25461623,0.7647939,-1.439087,-1.1387279,4.36717
-0.31655863,-0.14933974,0.8337872,-0.28583404,-1.5638831,0.6096926,0.65221226,0.95786446,-2.4990797
2.2997105,-0.4537139,1.0134732,1.2985833,-1.4159905,-1.1347588,-0.8777714,0.91116446,-6.7853403
-1.4214659,1.380409,0.40111253,0.6176572,1.7517581,-0.9738011,0.43291423,0.52394044,2.4598405
1.1823335,0.28372702,-1.0705473,0.09441244,1.0181442,0.34372666,0.5121839,0.8037329,0.45813975
-1.7266141,1.1351299,0.44102636,-1.0637256,-0.30470306,0.959817,1.635233,0.85312116,1.8952808
-1.683524,0.09483226,0.6296673,-0.5270211,-0.7838911,-0.50780845,-1.0540917,-0.39390972,1.2455802
-0.033122536,-0.6143136,0.29117477,0.22108422,0.3523597,-0.44320267,0.5029753,0.003682145,-1.2435588
0.28004363,0.4967981,0.5040108,0.77215606,1.6802019,0.36213917,-0.18416359,0.3582857,1.6899192
-0.73611695,-0.394237,0.22043268,0.6958162,0.29133287,-0.08227451,0.17807624,0.9753057,-0.7824271
-0.2865286,0.019911982,0.4228022,-1.3077693,-0.87073994,-0.47773978,0.033605177,0.493823,-1.2272949
0.09595844,0.9956123,-0.5418067,0.7623199,-0.10636795,0.2468401,0.902159,-1.4298676,1.4595172
-0.12580025,0.22257714,-2.4320028,0.48189005,-1.5303341,-0.54025275,-0.62849116,1.5323645,-1.8840275
0.33780983,-0.1477584,0.7196319,0.8423611,-1.5095136,-0.6577792,0.8815097,-0.061976355,-4.259188
1.1326569,0.6914673,0.09123262,0.761612,-0.37848043,-1.6551703,-0.3314166,0.15889773,-3.139545
-0.22719087,-1.4448233,-1.6866012,-1.8595504,-1.1409577,0.18226308,0.9196972,-0.3501604,-1.0678463
1.2799673,1.6272388,-2.1614373,-1.3043625,0.65466076,-1.8467726,0.113730334,-0.7852749,1.1827741
-0.118932545,-1.0056161,-0.90252876,0.6847222,-0.910873,-0.7252057,0.35934785,0.30204248,-3.1611404
-0.086602464,0.08948435,-0.49095693,-1.0700053,-1.6892488,-0.33653888,0.020319723,-1.2334644,-0.3695162
0.39296845,-1.1184074,0.239883,0.01399292,-0.5969952,0.4353074,0.011380949,-0.87358767,-0.96312624
0.25661546,0.7422021,0.9944978,0.20220836,-0.6097691,0.21791469,-1.4809917,0.39129987,0.05178271
-0.9482204,0.60277563,-0.43083087,1.6877859,0.12474062,-0.7216736,0.7060489,-0.57028556,0.15241507
0.5192024,-0.7313744,0.03536772,0.10378556,-1.6458911,-1.0440316,0.065883875,0.7536473,-4.9202795
-0.722779,1.3585179,-0.883885,-1.4651331,-0.26391563,-1.6136646,-1.0037736,0.4474643,1.5472885
0.50882024,-1.5111576,-0.8792657,0.25102505,0.06036775,-0.2263675,-0.17519711,-0.6552014,-1.2525396
-0.88760906,0.93188506,1.2281393,1.0894079,-0.35848275,-0.94759053,-0.2648969,-0.9142813,-0.0006175976
0.524027,1.2700051,0.39419144,-0.7043699,-1.651273,-0.2600399,-0.7357848,-1.5927718,0.45273542
-0.4279563,1.0511009,-0.059070036,-1.4073014,0.32696074,0.2700244,1.131563,0.8280117,1.3093343
-1.7382109,-1.2604748,0.25156534,-0.4647599,0.5035286,-0.2675972,0.15775977,0.0908988,0.7274345
-0.2744013,-0.31756848,0.67336005,-1.1293079,-1.0848045,1.5171467,0.7581993,0.8777182,-0.7166273
1.4739792,-0.13210647,-0.9777946,-0.30477628,2.3512423,0.59560215,1.9711844,1.5334458,-0.16438384
-0.23446605,0.89773774,-0.8373025,-0.8386459,1.3788915,1.3979281,0.41512635,-0.3009315,5.0835547
-2.10537,-1.9322004,0.4039201,0.8913079,0.90973574,-0.44903523,0.9579808,0.98103887,-1.1332954
-0.12245638,-1.4408002,-1.9789118,0.14954098,0.8555881,0.6950228,1.0240695,-0.5691696,0.9485562
0.6893397,0.3278402,-0.32990637,-0.35772863,-0.41670376,0.6896529,-0.2529678,0.38280147,0.24009754
0.5125116,1.6825967,-0.4133592,0.9514058,-2.0123184,-0.40924084,1.4268414,0.5652413,-3.3286376
-1.1817845,0.073359996,-0.36951274,-1.7942777,-0.6301849,0.33995718,0.8577818,-2.2759645,3.1873286
1.1331791,0.88242686,-0.6972552,-0.94952893,0.2810848,0.21340996,-0.26619908,0.29011488,1.1121597
-0.11985692,-1.431318,-0.57310283,1.922702,-0.3224637,-1.5574512,1.563834,0.14537188,-5.1543136
-0.012343394,-1.1215947,0.31813717,0.39802328,0.12943213,0.43096155,0.7689508,-0.666051,-0.7733733
0.9657835,0.37663803,0.8796998,-3.0932806,-0.9245292,-0.62102747,-0.436921,-0.32531068,-0.73270285
-0.6848317,-1.8289872,-0.066420004,-2.9651105,1.1835767,1.3306748,0.82485396,0.12808542,2.7737293
0.36141464,-0.23209438,-1.436172,0.13669573,-2.8148818,-0.50757164,-0.52753764,1.0371058,-3.8906722
0.08491146,2.3209012,1.8269558,-0.42356485,-0.21689443,-1.4248173,-0.48743823,1.1276873,-1.0213381
-0.10742952,-0.71782386,-0.049948312,-0.45005393,-0.120700926,0.7766805,-0.82437736,-0.21758807,1.0457778
-0.92752117,-1.5173393,-1.56974,-0.35966846,0.73732394,-0.10108325,0.44581524,-0.08890853,0.9591552
0.26833987,-0.5113358,-0.52628124,0.4990959,0.15993476,0.7720635,0.25355187,0.15665576,0.0948846
-0.9801079,0.0014360902,-1.576225,0.63911587,0.93507457,0.70380396,-0.26229104,-1.4933963,4.518356
-0.8920006,0.10986449,0.5108163,-1.3061929,-0.20292835,1.2937545,0.24864443,0.68599004,1.6920462
0.933551,0.6271342,-0.054310337,0.3625072,-1.228554,0.3243149,1.1083292,1.2738459,-3.2479877
-0.5515758,0.7007393,-0.027768077,-0.41903853,0.017459415,-0.61329067,-1.2845806,-1.1507255,2.4607456
-0.40264595,-1.0158442,0.8846136,-0.028520815,-0.9364314,0.7738222,-0.58795464,-0.9741805,0.09177389
0.92068475,-0.8401761,-3.010055,0.37170961,-0.9091359,0.15382706,2.6518376,0.5998229,-3.6600287
-1.155812,-0.27539048,-0.05050961,1.9551474,-1.3348814,-0.64587456,0.18840358,-0.82991004,-1.8725432
-0.5322988,0.2143752,0.46897656,0.04168435,0.50569475,-1.3472148,0.43353286,-0.09751592,-0.6012958
-1.7360616,-0.5857077,1.2132797,-1.1347173,0.06511662,1.5047427,-0.5158896,1.4689679,1.9565526
2.2992294,-1.5127412,-1.6864624,0.48121578,1.0610548,-0.3547043,-0.30085304,0.37506837,-2.3191037
0.6826812,0.6755358,-0.15818164,0.8903616,-1.9651867,-1.3574629,0.9301931,0.7876922,-5.553888
-1.7524137,1.2733227,-0.048138406,1.2399127,-1.3884224,0.43753946,0.8436533,0.0043449667,0.51959634
-0.035214745,-0.5558873,-0.3012234,-1.2155701,-1.2045162,-0.6923915,-0.44570494,-0.23459804,-1.191061
-0.6452674,-2.130828,0.04099716,0.45040578,-0.63310474,0.5656855,-0.9755056,2.871532,-3.4063394
-0.004846628,0.28522694,-0.3240447,0.3708255,-1.5472864,0.73262495,-0.83377147,-2.3752377,1.5638765
0.2903359,2.1955483,0.2658815,-0.23940217,-0.66044116,-1.3385909,-1.3271203,0.4457294,0.19517553
0.60218096,1.3973476,-0.18688443,0.50831753,0.591577,-0.60703015,1.4349669,-0.5369516,-0.099131845
1.3162458,-0.87298805,0.5957204,0.26431274,0.066987604,0.37491074,1.0334382,-0.45186743,-2.5640152
1.8682725,-0.034169283,-1.216019,1.4898156,0.24736539,1.7419591,1.7407948,-0.6453282,-0.34303236
0.17357334,-0.17731734,-1.2431052,-1.8021727,1.3705547,-0.6897588,0.02695966,-0.2767192,2.0922348
-0.5584522,-0.0785407,-0.64227104,1.551896,-0.31901377,0.8957485,-2.7608545,0.8162089,1.937251
-0.9962441,-0.12504686,-1.8922306,1.432038,0.5807408,0.48274538,0.71104836,-2.0588284,3.3467178
0.53968847,-0.15377924,-0.5806,-0.89563257,1.8875264,-1.0929399,1.2675086,0.8245554,-0.39131573
1.0288129,0.865226,-0.46057475,-0.20561618,-0.8912786,0.86339885,1.3122418,-0.2966757,-0.62576336
0.14934038,-0.6361209,-0.13484202,0.035816178,2.0292263,0.23272416,0.8436944,-0.5943339,1.9093785
0.05196375,-0.15943085,-2.1816616,0.11899105,-2.0146496,0.06540877,0.14487483,0.794698,-2.1516051
-0.09655241,0.78253746,0.85661924,-0.68151915,-1.1378794,0.86280555,0.6203479,1.5871215,-1.391923
-0.10142734,-1.4832553,2.0434191,-0.88141465,0.1679097,-0.83902836,0.8318698,1.0506339,-3.8447108
-1.046603,1.2274666,0.61204064,2.263482,-1.864316,-0.23512694,-0.7491099,0.18237115,-1.1524906
0.14591289,-0.7617628,-0.07939229,1.2245833,0.1832442,0.5604043,-0.6524404,0.0869156,-0.38892633
1.0839566,-1.0380504,-0.4267723,1.504959,1.046298,1.6396297,-0.23207337,0.38457492,0.2680916
-1.2363523,0.19687521,-0.14599417,0.26924193,0.7006481,0.60287976,0.17309663,0.72489595,2.0986855
1.1030891,0.20825423,0.8369799,-2.2934325,1.3385625,0.29336175,-1.0553262,0.9354235,1.8256031
0.22999497,-1.0340786,-0.57602835,-0.7457199,-0.8476776,-1.7413497,0.3682212,0.24732955,-4.0409393
0.71739537,-1.857954,0.39241755,1.4607196,-0.9246015,0.29973125,-1.997625,1.2466954,-3.574353
-0.9519278,-1.672398,0.25687444,-0.88364303,-2.169453,1.061476,-0.93876433,-0.20635548,-0.9009163
-0.34954277,1.1541657,1.7633171,-1.667256,0.9474829,0.6833071,-0.5069938,0.80671734,2.8577714
-1.3353493,-0.3047654,-0.42822158,1.5685283,1.5633062,1.054499,-0.33999294,0.2956225,3.2158928
1.300734,-1.3981959,-0.34722117,-0.31922215,-1.0601965,-1.2300708,-1.075479,-0.79102474,-3.7068527
0.9166329,-0.11051571,-1.499284,0.55542976,1.9887354,-0.7720285,1.3684412,-1.2898836,1.1142455
0.83016574,-0.06651995,-0.6004028,-0.3704154,0.9858363,1.7840445,-0.7196557,0.77901095,2.6506877
-0.3421464,1.0521382,-0.14193538,0.5608224,-0.1383137,1.2252713,-0.47015733,-0.5752533,3.1457942
1.9707013,1.2581056,-0.43407258,-1.325404,1.1883291,-0.020621417,-0.15586057,-0.71593094,2.2267988
0.39804292,1.9426472,0.054927997,-0.3694351,-0.49875742,0.16178088,-2.0279074,0.27518263,2.3903615
-0.3941829,-1.1895992,-1.652253,1.328466,1.4070312,1.5619173,1.7910081,-0.2993679,1.7762725
-1.1296781,0.9118625,-0.27804297,0.33094156,-1.1505389,1.3684589,-0.6840732,-0.61263686,3.069983
-0.1372903,-1.0865701,0.3794718,-0.6627233,1.0467616,-0.57025135,-0.27570835,0.45540372,-0.21626803
1.7413648,1.782082,-2.0070953,-0.880736,-0.08717448,1.1114179,-1.257118,1.2708155,2.646026
-0.25790685,-0.31449378,1.2639899,1.2769778,0.032878526,-0.55829626,0.457075,0.5088932,-2.5347776
-1.0405964,0.635234,-1.9420568,0.15046749,0.23437223,-0.31534758,0.11191126,0.009764513,2.1971214
1.5954183,-0.57107246,1.0199714,0.011790677,0.10213247,-0.20234808,0.20604023,0.70709425,-3.41961
